Amount,Broker_Status,Broker_Tier,Client_Risk_Rating,Credit_Score_2,Credit_Score_1,Current_Term_Months,Employment_Status_Borrower_2,Employment_Status,Global_Debt_Ratio,Interest_Rate,Loan_To_Value,Mortgage_Position,Mortgage_Purpose,Occupancy_Type,Property_Type,Self_Employed,Total_Debt_Service_Ratio,Approved
549951,Approved,Non Key Account,5,881,794,38,Other,Self-employed,70.2,4.76,5,2,Refinance,Rental,Apartment High Rise,True,90.4,0.0
849867,Approved,Non Key Account,4,749,529,29,Other,Hourly,12.2,7.92,12,1,Refinance for Debt Consolidation,Rental,Row,False,25.8,1.0
110307,Approved,Non Key Account,4,402,685,55,Self-employed,Hourly,92.8,4.14,42,3,Refinance for Debt Consolidation,Rent To Own,Row,False,97.1,0.0
573676,Watch List,Key Account,6,469,612,12,Hourly,Contract,66.2,5.01,29,1,Refinance for Debt Consolidation,Rental,Single,False,89.5,0.0
300302,Approved,Key Account,2,830,657,16,Commissions,Hourly,49.0,7.39,55,1,Purchase Rent to Own,Rental,Row,False,58.6,0.0
763688,Watch List,Non Key Account,4,889,447,4,Pension,Salary,26.1,4.64,73,3,Equity Takeout,Owner,Semi-detached,False,99.9,0.0
1058206,Approved,Non Key Account,5,533,472,32,Pension,Hourly,71.2,4.13,78,3,Purchase Rent to Own,Rental,Row,False,75.7,0.0
156297,Approved,Key Account,5,680,838,54,Hourly,Salary,48.1,6.23,80,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,68.1,0.0
659971,Approved,Key Account,3,467,735,54,Pension,Pension,60.5,7.67,59,2,Equity Takeout,Owner,Apartment Low Rise,False,89.6,0.0
1471887,Approved,Key Account,3,412,681,6,Self-employed,Self-employed,17.0,6.7,68,2,Equity Takeout,Rental,Row,True,56.2,0.0
667024,Approved,Non Key Account,4,438,652,0,Self-employed,Self-employed,22.6,4.46,61,3,Refinance for Debt Consolidation,Owner,Semi-detached,True,27.2,1.0
723693,Watch List,Key Account,3,541,802,34,Contract,Pension,14.5,4.98,53,3,Purchase,Owner,Apartment High Rise,False,91.1,0.0
1195824,Approved,Non Key Account,3,862,459,60,Hourly,Commissions,87.4,4.97,8,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,95.7,0.0
1438005,Watch List,Non Key Account,2,459,763,42,Commissions,Salary,98.0,4.69,58,2,Equity Takeout,Rental,Row,False,98.4,0.0
664420,Approved,Key Account,4,743,541,41,Other,Self-employed,52.2,8.09,18,1,Equity Takeout,Rental,Apartment Low Rise,True,77.7,0.0
490505,Approved,Non Key Account,3,667,563,4,Salary,Other,34.8,6.4,21,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,72.9,0.0
501982,Deactivated,Non Key Account,3,677,535,21,Salary,Pension,48.7,8.96,64,3,Equity Takeout,Rental,Semi-detached,False,56.2,0.0
1047287,Watch List,Key Account,2,870,621,8,Other,Pension,89.1,6.36,18,3,Equity Takeout,Rental,Single,False,95.3,0.0
602215,Approved,Non Key Account,4,852,505,56,Salary,Pension,20.6,8.06,18,2,Purchase,Rent To Own,Apartment High Rise,False,34.5,0.0
1406877,Approved,Non Key Account,3,603,751,41,Self-employed,Hourly,7.9,6.61,26,1,Purchase Rent to Own,Rent To Own,Single,False,61.8,0.0
476767,Approved,Key Account,5,507,695,42,Other,Self-employed,93.2,6.43,42,3,Purchase Rent to Own,Rent To Own,Row,True,95.9,0.0
1073755,Deactivated,Non Key Account,3,740,432,47,Commissions,Self-employed,83.2,5.33,71,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,True,87.0,0.0
545838,Deactivated,Non Key Account,3,421,802,37,Pension,Contract,44.6,8.19,66,3,Purchase Rent to Own,Rental,Single,False,62.6,0.0
740820,Approved,Non Key Account,2,829,644,20,Other,Hourly,10.8,8.86,73,3,Refinance,Rental,Semi-detached,False,65.4,1.0
1275176,Approved,Non Key Account,3,824,833,4,Salary,Salary,47.6,4.11,11,2,Purchase,Rent To Own,Single,False,95.8,0.0
1438950,Watch List,Key Account,4,440,810,24,Hourly,Contract,53.0,4.32,61,2,Refinance,Rent To Own,Semi-detached,False,94.9,1.0
1225785,Watch List,Key Account,4,702,654,26,Salary,Pension,67.4,9.05,61,3,Equity Takeout,Rental,Row,False,92.3,0.0
531495,Approved,Non Key Account,4,684,513,60,Self-employed,Pension,81.6,9.49,28,1,Purchase,Rent To Own,Row,False,100.0,0.0
1178748,Watch List,Non Key Account,3,693,635,2,Self-employed,Self-employed,79.7,5.16,6,1,Equity Takeout,Owner,Apartment High Rise,True,99.4,0.0
829924,Approved,Key Account,3,664,572,48,Contract,Self-employed,15.2,9.21,32,1,Equity Takeout,Rent To Own,Semi-detached,True,41.7,0.0
895595,Approved,Key Account,6,700,510,52,Hourly,Pension,26.6,4.92,80,3,Refinance for Debt Consolidation,Rental,Semi-detached,False,71.6,0.0
1107809,Deactivated,Key Account,5,587,821,19,Commissions,Self-employed,6.7,9.06,43,1,Refinance,Rental,Apartment Low Rise,True,63.1,0.0
997163,Approved,Key Account,4,539,485,7,Self-employed,Contract,95.3,6.78,30,3,Equity Takeout,Owner,Semi-detached,False,95.5,1.0
1152480,Watch List,Key Account,4,689,556,38,Other,Contract,25.2,5.61,73,1,Purchase,Owner,Single,False,97.6,0.0
922682,Deactivated,Non Key Account,2,760,556,20,Commissions,Salary,62.9,7.27,13,1,Purchase Rent to Own,Rental,Semi-detached,False,72.6,0.0
1059593,Watch List,Non Key Account,4,542,511,19,Other,Pension,55.1,6.24,31,1,Refinance,Rent To Own,Semi-detached,False,62.9,0.0
1357084,Approved,Non Key Account,3,850,507,42,Hourly,Self-employed,78.2,8.85,60,1,Purchase,Owner,Semi-detached,True,85.0,0.0
1322792,Approved,Key Account,3,653,473,39,Hourly,Salary,89.4,6.65,61,3,Equity Takeout,Rental,Apartment High Rise,False,90.2,0.0
1388933,Deactivated,Key Account,1,781,679,32,Hourly,Pension,2.0,8.01,44,2,Purchase,Owner,Apartment Low Rise,False,41.7,0.0
1260090,Approved,Key Account,4,543,740,19,Pension,Self-employed,78.4,4.63,44,2,Purchase Rent to Own,Rental,Row,True,84.2,0.0
1343756,Watch List,Key Account,5,851,775,37,Pension,Hourly,99.2,8.96,45,1,Purchase,Rent To Own,Apartment Low Rise,False,99.2,0.0
946473,Watch List,Key Account,3,784,506,14,Commissions,Commissions,47.8,6.26,6,1,Refinance for Debt Consolidation,Owner,Row,False,60.8,0.0
1497353,Approved,Key Account,3,889,700,47,Commissions,Pension,12.1,7.55,19,2,Equity Takeout,Rent To Own,Single,False,87.9,0.0
1368775,Approved,Key Account,5,635,524,57,Pension,Hourly,73.8,5.94,17,3,Refinance,Owner,Single,False,96.3,0.0
1039575,Watch List,Key Account,3,808,815,12,Pension,Other,66.4,7.76,33,1,Equity Takeout,Owner,Semi-detached,False,76.9,0.0
1398753,Approved,Non Key Account,4,626,414,30,Commissions,Commissions,93.3,6.43,61,2,Refinance,Rent To Own,Single,False,98.8,0.0
1169075,Approved,Non Key Account,4,548,835,26,Other,Other,83.8,6.32,51,1,Equity Takeout,Owner,Apartment Low Rise,False,94.4,0.0
492566,Approved,Non Key Account,3,488,418,43,Commissions,Self-employed,89.3,4.27,40,1,Equity Takeout,Owner,Apartment High Rise,True,92.3,0.0
951274,Watch List,Non Key Account,3,711,661,55,Other,Self-employed,61.3,5.51,74,2,Equity Takeout,Rental,Apartment Low Rise,True,89.2,0.0
302868,Approved,Non Key Account,5,464,586,54,Hourly,Self-employed,71.9,7.57,44,3,Equity Takeout,Rent To Own,Single,True,87.5,0.0
1271940,Watch List,Key Account,3,690,441,24,Hourly,Hourly,8.8,5.79,5,2,Purchase Rent to Own,Rental,Apartment Low Rise,False,91.3,0.0
751231,Approved,Key Account,3,487,442,41,Commissions,Self-employed,37.6,4.72,27,1,Equity Takeout,Rent To Own,Apartment Low Rise,True,56.1,0.0
533628,Approved,Key Account,3,770,848,57,Salary,Salary,8.2,9.75,10,3,Purchase Rent to Own,Owner,Row,False,20.1,1.0
205910,Watch List,Key Account,4,735,555,46,Hourly,Hourly,25.4,9.7,70,1,Purchase,Rental,Apartment High Rise,False,53.4,1.0
847394,Deactivated,Non Key Account,2,563,761,60,Other,Other,32.0,8.98,61,2,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,72.3,0.0
1179334,Approved,Key Account,5,454,612,4,Self-employed,Other,69.6,9.36,30,1,Purchase,Rent To Own,Apartment Low Rise,False,90.4,0.0
802500,Approved,Key Account,2,719,853,44,Pension,Self-employed,52.7,8.31,80,2,Refinance,Owner,Semi-detached,True,84.1,1.0
972242,Approved,Key Account,3,865,667,32,Self-employed,Pension,22.1,7.97,44,1,Refinance,Owner,Apartment High Rise,False,84.8,0.0
296818,Approved,Non Key Account,5,665,468,17,Pension,Other,36.8,9.25,41,1,Equity Takeout,Rent To Own,Apartment Low Rise,False,83.7,0.0
302352,Watch List,Key Account,2,739,556,55,Self-employed,Salary,54.4,4.96,19,3,Purchase Rent to Own,Owner,Semi-detached,False,89.7,0.0
1183800,Approved,Key Account,4,600,620,24,Pension,Commissions,84.6,4.93,61,2,Purchase,Rental,Apartment Low Rise,False,85.3,0.0
1454291,Approved,Key Account,4,588,675,17,Hourly,Hourly,45.6,9.74,78,1,Purchase Rent to Own,Owner,Semi-detached,False,87.7,1.0
551473,Deactivated,Non Key Account,4,693,489,53,Self-employed,Commissions,80.8,4.43,64,3,Equity Takeout,Owner,Apartment Low Rise,False,94.6,0.0
848586,Watch List,Non Key Account,2,563,827,8,Salary,Self-employed,4.2,8.02,35,2,Purchase,Owner,Row,True,34.1,0.0
1467344,Approved,Non Key Account,3,793,427,44,Self-employed,Hourly,26.1,7.19,70,2,Equity Takeout,Owner,Apartment High Rise,False,52.2,0.0
558888,Approved,Key Account,1,435,687,1,Pension,Hourly,0.3,4.56,75,3,Purchase Rent to Own,Rent To Own,Row,False,3.6,1.0
1382078,Approved,Key Account,2,624,636,4,Other,Commissions,37.4,7.66,10,3,Refinance,Rental,Row,False,65.1,0.0
801277,Watch List,Key Account,3,599,612,40,Self-employed,Contract,81.2,6.26,76,2,Refinance,Rental,Single,False,98.2,0.0
425863,Approved,Key Account,4,687,485,19,Contract,Pension,18.2,6.94,59,2,Purchase Rent to Own,Rent To Own,Row,False,83.7,0.0
904494,Approved,Key Account,6,687,498,36,Pension,Commissions,26.5,5.35,65,3,Refinance for Debt Consolidation,Rental,Row,False,44.5,0.0
1004647,Deactivated,Non Key Account,4,624,789,48,Other,Other,14.5,4.43,35,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,90.3,0.0
556885,Approved,Key Account,5,406,738,8,Other,Other,24.5,4.16,15,1,Equity Takeout,Rent To Own,Apartment High Rise,False,48.0,0.0
319329,Approved,Key Account,4,537,762,4,Contract,Contract,85.1,4.08,58,3,Refinance,Owner,Row,False,88.4,0.0
1460521,Deactivated,Key Account,3,725,487,22,Commissions,Pension,8.4,8.16,72,2,Refinance for Debt Consolidation,Rent To Own,Single,False,99.5,1.0
808518,Watch List,Non Key Account,3,620,413,23,Commissions,Pension,15.4,5.99,65,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,16.2,0.0
935712,Deactivated,Key Account,3,472,900,24,Self-employed,Pension,40.5,6.63,47,2,Equity Takeout,Rent To Own,Row,False,41.7,0.0
1333492,Approved,Key Account,3,630,693,26,Commissions,Self-employed,21.1,6.9,29,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,True,76.4,0.0
1474658,Approved,Key Account,4,855,851,43,Commissions,Other,0.7,5.26,46,2,Purchase Rent to Own,Owner,Apartment Low Rise,False,44.8,0.0
970611,Watch List,Non Key Account,3,516,890,53,Pension,Hourly,77.9,4.78,19,3,Purchase Rent to Own,Owner,Row,False,86.2,0.0
190123,Watch List,Key Account,3,723,758,51,Pension,Pension,2.9,9.85,7,3,Refinance for Debt Consolidation,Rental,Semi-detached,False,30.5,1.0
1398999,Approved,Key Account,4,561,514,6,Other,Commissions,48.6,8.3,10,2,Refinance for Debt Consolidation,Owner,Semi-detached,False,76.9,1.0
627447,Approved,Non Key Account,3,757,611,55,Commissions,Contract,98.8,4.89,16,3,Equity Takeout,Rental,Apartment Low Rise,False,99.8,0.0
726779,Approved,Non Key Account,3,625,705,36,Commissions,Contract,80.3,8.22,69,3,Refinance,Owner,Single,False,81.0,1.0
973369,Approved,Key Account,4,499,610,8,Hourly,Commissions,25.5,6.06,44,2,Refinance,Rent To Own,Apartment Low Rise,False,45.5,0.0
1203648,Watch List,Non Key Account,3,500,617,49,Pension,Hourly,18.0,8.01,45,2,Purchase Rent to Own,Owner,Semi-detached,False,86.6,0.0
1305556,Approved,Non Key Account,3,889,415,49,Commissions,Contract,21.2,8.6,16,2,Purchase,Rent To Own,Row,False,41.8,0.0
146714,Approved,Key Account,3,532,712,43,Salary,Other,28.4,8.66,7,2,Refinance for Debt Consolidation,Rental,Single,False,93.9,0.0
668522,Approved,Key Account,5,617,497,20,Commissions,Contract,77.4,8.85,18,2,Equity Takeout,Owner,Apartment Low Rise,False,94.1,0.0
545314,Approved,Non Key Account,3,491,421,59,Commissions,Pension,77.9,8.62,57,1,Purchase Rent to Own,Rent To Own,Single,False,85.6,0.0
156056,Watch List,Non Key Account,4,768,819,28,Contract,Contract,82.0,9.1,67,3,Purchase Rent to Own,Rent To Own,Semi-detached,False,89.8,0.0
1403187,Deactivated,Key Account,3,734,791,39,Contract,Salary,45.0,5.84,62,2,Purchase Rent to Own,Rental,Semi-detached,False,95.0,0.0
532366,Approved,Key Account,5,761,724,57,Other,Contract,31.6,5.86,67,1,Equity Takeout,Rent To Own,Apartment Low Rise,False,40.0,0.0
1076776,Approved,Non Key Account,3,417,422,6,Contract,Pension,25.2,9.8,13,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,45.2,0.0
1273687,Watch List,Key Account,5,687,817,54,Pension,Pension,80.9,7.77,60,3,Refinance,Owner,Apartment Low Rise,False,84.5,0.0
139503,Approved,Non Key Account,4,507,829,49,Commissions,Contract,68.6,7.47,59,2,Equity Takeout,Rental,Apartment High Rise,False,98.8,0.0
1183021,Approved,Key Account,4,566,890,42,Other,Self-employed,55.8,8.7,15,3,Purchase,Rental,Apartment High Rise,True,89.1,0.0
1166160,Approved,Key Account,2,428,645,58,Salary,Contract,57.4,4.96,45,2,Purchase Rent to Own,Owner,Semi-detached,False,59.8,1.0
681468,Approved,Non Key Account,4,546,560,0,Commissions,Self-employed,50.2,5.71,37,2,Equity Takeout,Rent To Own,Semi-detached,True,97.3,0.0
420897,Approved,Non Key Account,3,611,633,18,Other,Contract,29.8,7.86,78,2,Refinance,Rent To Own,Single,False,34.4,0.0
452940,Approved,Key Account,4,404,672,5,Hourly,Pension,76.5,5.07,74,1,Refinance,Rental,Apartment Low Rise,False,88.2,0.0
1437891,Watch List,Non Key Account,4,705,411,20,Contract,Self-employed,86.7,4.85,44,2,Refinance for Debt Consolidation,Owner,Apartment High Rise,True,87.8,0.0
392187,Approved,Non Key Account,4,611,793,60,Commissions,Contract,59.9,7.72,42,1,Equity Takeout,Rent To Own,Single,False,74.0,0.0
706130,Approved,Non Key Account,2,506,430,15,Other,Self-employed,14.8,8.04,72,1,Equity Takeout,Rent To Own,Row,True,80.9,0.0
940391,Approved,Key Account,3,469,702,47,Self-employed,Pension,74.6,5.94,35,1,Equity Takeout,Rental,Apartment Low Rise,False,76.4,0.0
169042,Approved,Key Account,4,610,426,40,Salary,Self-employed,44.3,4.3,49,3,Purchase Rent to Own,Rent To Own,Semi-detached,True,58.7,0.0
1484175,Approved,Key Account,2,623,663,9,Hourly,Self-employed,96.1,7.73,29,1,Purchase Rent to Own,Rental,Row,True,99.7,0.0
1094963,Approved,Non Key Account,3,464,809,9,Pension,Salary,43.8,6.59,17,2,Purchase,Rental,Row,False,91.5,0.0
922801,Watch List,Key Account,2,427,520,6,Hourly,Other,98.4,8.26,23,3,Purchase,Rental,Row,False,99.5,1.0
1494656,Watch List,Non Key Account,3,863,801,37,Contract,Salary,97.7,4.45,63,3,Purchase,Rental,Semi-detached,False,99.0,0.0
1089424,Watch List,Key Account,6,824,717,0,Pension,Commissions,94.3,9.01,6,2,Purchase Rent to Own,Rental,Row,False,97.6,0.0
1395204,Approved,Key Account,2,506,530,30,Salary,Other,90.0,4.03,52,3,Equity Takeout,Rental,Apartment High Rise,False,90.9,0.0
1244424,Approved,Key Account,2,486,709,48,Self-employed,Commissions,13.7,9.06,35,1,Refinance,Owner,Semi-detached,False,18.4,0.0
123072,Approved,Key Account,5,512,801,34,Pension,Pension,28.6,6.75,48,2,Equity Takeout,Owner,Apartment Low Rise,False,76.8,0.0
775539,Watch List,Key Account,4,568,484,5,Pension,Salary,36.4,6.1,65,3,Equity Takeout,Owner,Single,False,55.8,0.0
509879,Approved,Key Account,3,763,799,13,Salary,Commissions,40.1,9.2,73,2,Purchase,Rent To Own,Apartment High Rise,False,96.9,0.0
958481,Approved,Key Account,5,885,435,56,Contract,Hourly,43.6,6.87,22,1,Equity Takeout,Rent To Own,Row,False,88.6,0.0
178545,Deactivated,Key Account,2,618,679,21,Contract,Contract,68.1,8.42,5,2,Purchase Rent to Own,Owner,Row,False,98.2,1.0
505099,Approved,Non Key Account,3,850,692,43,Commissions,Hourly,85.6,5.55,51,3,Purchase Rent to Own,Rental,Row,False,87.2,0.0
870695,Approved,Non Key Account,4,475,664,57,Hourly,Self-employed,48.0,7.45,38,1,Purchase Rent to Own,Rental,Single,True,67.0,0.0
1290531,Approved,Non Key Account,4,419,757,41,Self-employed,Pension,91.6,6.67,7,2,Purchase,Owner,Apartment Low Rise,False,93.6,0.0
473327,Watch List,Non Key Account,4,654,615,29,Other,Salary,69.8,9.26,35,2,Purchase,Owner,Apartment High Rise,False,72.4,0.0
1176972,Approved,Non Key Account,3,639,776,15,Commissions,Hourly,69.2,4.5,47,2,Refinance for Debt Consolidation,Owner,Semi-detached,False,94.6,1.0
738233,Approved,Key Account,3,471,407,60,Commissions,Salary,68.8,8.33,12,1,Equity Takeout,Rent To Own,Semi-detached,False,86.8,0.0
495027,Approved,Non Key Account,4,757,667,36,Pension,Salary,81.5,5.71,71,3,Refinance for Debt Consolidation,Rental,Row,False,86.9,0.0
165182,Watch List,Key Account,5,793,900,47,Commissions,Self-employed,4.5,4.95,30,1,Equity Takeout,Rent To Own,Row,True,44.6,0.0
293716,Approved,Non Key Account,3,629,489,41,Contract,Commissions,95.3,7.6,29,2,Purchase,Rental,Row,False,99.9,0.0
552475,Approved,Non Key Account,4,577,833,33,Salary,Pension,65.7,5.09,37,3,Equity Takeout,Rental,Apartment High Rise,False,98.6,0.0
1001106,Approved,Key Account,3,889,484,2,Self-employed,Commissions,91.7,4.52,77,1,Equity Takeout,Rent To Own,Apartment Low Rise,False,93.8,0.0
778690,Approved,Non Key Account,4,844,605,52,Salary,Pension,0.8,8.04,26,3,Equity Takeout,Owner,Row,False,2.3,0.0
557648,Deactivated,Non Key Account,4,534,508,6,Pension,Hourly,22.7,9.42,31,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,56.9,0.0
349033,Approved,Key Account,4,551,550,6,Salary,Self-employed,73.0,6.65,51,3,Refinance,Rent To Own,Apartment High Rise,True,93.8,0.0
1086370,Approved,Non Key Account,2,740,815,17,Contract,Pension,11.7,5.58,33,1,Purchase,Rent To Own,Apartment High Rise,False,15.5,0.0
1159952,Approved,Key Account,4,744,654,30,Hourly,Hourly,15.5,8.77,21,3,Refinance,Rent To Own,Row,False,60.0,1.0
575256,Approved,Key Account,3,782,582,33,Commissions,Contract,94.1,5.73,59,3,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,99.5,0.0
1357084,Approved,Non Key Account,5,766,445,28,Hourly,Self-employed,62.1,6.81,61,2,Equity Takeout,Rental,Apartment Low Rise,True,89.5,0.0
778991,Approved,Non Key Account,4,538,441,24,Salary,Contract,96.0,9.87,25,3,Purchase Rent to Own,Owner,Apartment Low Rise,False,98.8,0.0
294255,Approved,Key Account,3,628,773,2,Salary,Commissions,15.3,6.09,56,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,35.7,0.0
545596,Approved,Non Key Account,3,497,410,41,Salary,Self-employed,77.7,8.95,66,1,Purchase,Rental,Apartment High Rise,True,92.0,0.0
664318,Watch List,Key Account,2,455,654,17,Salary,Contract,2.2,7.81,10,3,Refinance,Rental,Row,False,48.5,0.0
168716,Approved,Key Account,4,692,616,30,Salary,Commissions,48.7,4.54,48,3,Refinance,Rent To Own,Semi-detached,False,91.1,0.0
1244970,Approved,Non Key Account,3,630,475,49,Pension,Hourly,66.1,9.98,52,1,Refinance for Debt Consolidation,Owner,Single,False,97.8,1.0
1422893,Approved,Non Key Account,2,866,502,14,Contract,Contract,59.0,9.4,38,1,Refinance,Owner,Single,False,74.8,0.0
872325,Approved,Non Key Account,4,511,495,55,Other,Pension,29.4,5.54,70,1,Purchase Rent to Own,Owner,Single,False,88.8,1.0
1006382,Watch List,Key Account,2,547,861,8,Hourly,Salary,24.7,5.71,26,1,Purchase,Rent To Own,Row,False,81.6,0.0
969395,Approved,Key Account,2,687,833,54,Other,Other,79.3,9.89,48,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,90.9,1.0
977012,Approved,Non Key Account,4,530,475,54,Other,Commissions,69.4,5.81,78,1,Purchase,Owner,Apartment High Rise,False,90.5,0.0
1372638,Approved,Key Account,3,899,430,4,Contract,Contract,38.0,7.46,31,1,Purchase Rent to Own,Owner,Row,False,60.1,0.0
789315,Approved,Non Key Account,4,509,506,59,Other,Salary,98.2,4.03,69,2,Equity Takeout,Owner,Row,False,98.4,0.0
233521,Approved,Key Account,5,749,421,51,Other,Contract,38.1,7.47,46,1,Purchase Rent to Own,Rental,Apartment Low Rise,False,53.6,1.0
627608,Approved,Key Account,3,853,800,30,Contract,Hourly,37.3,6.92,21,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,62.7,1.0
1449286,Approved,Non Key Account,4,413,744,12,Commissions,Commissions,85.1,6.77,13,2,Equity Takeout,Owner,Apartment Low Rise,False,98.2,0.0
266537,Approved,Non Key Account,2,670,823,5,Commissions,Other,8.8,6.63,41,3,Equity Takeout,Owner,Apartment High Rise,False,16.1,0.0
282584,Deactivated,Key Account,4,422,449,29,Commissions,Pension,33.5,6.69,52,3,Purchase Rent to Own,Rent To Own,Semi-detached,False,53.1,0.0
698629,Approved,Non Key Account,4,453,674,50,Commissions,Contract,0.5,8.96,77,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,77.5,0.0
1058004,Approved,Key Account,4,625,772,16,Salary,Hourly,57.1,7.89,55,2,Purchase,Rental,Apartment Low Rise,False,77.3,0.0
252933,Approved,Non Key Account,4,653,713,30,Contract,Other,63.8,7.26,71,2,Purchase Rent to Own,Owner,Single,False,98.9,0.0
728046,Approved,Non Key Account,3,691,699,42,Other,Hourly,72.1,7.93,53,3,Purchase,Owner,Apartment High Rise,False,86.7,0.0
